Annee,Commune,Pluie_Semis_mm,Max_Jours_Secs_Semis,Pluie_Floraison_mm,Max_Jours_Secs_Floraison,Pluie_Maturation_mm,Max_Jours_Secs_Maturation,Rendement_kg_ha,pH_Sol,Argile_Perc,Azote_g_kg,Pluie_Totale_mm,Temp_Max_Moy_C,Temp_Min_Moy_C,Radiation_Solaire_MJ,Humidite_Relative_Perc,ETP_mm,Bilan_Hydrique_mm
2012,OUÈSSE,426.12,1,498.97,1,210.14,20,697.09,6.2,22.5,1.25,1135.23,32.6,23.1,17.5,84.0,1100.0,35.23000000000002
2013,OUÈSSE,304.8,3,297.06,6,153.98,18,1119.61,6.2,22.5,1.25,755.84,32.6,23.1,17.5,84.0,1100.0,-344.16
2014,OUÈSSE,288.72,7,555.82,0,204.45,20,666.97,6.2,22.5,1.25,1048.99,32.6,23.1,17.5,84.0,1100.0,-51.00999999999999
2015,OUÈSSE,251.88,2,417.7,1,159.63,29,689.93,6.2,22.5,1.25,829.2099999999999,32.6,23.1,17.5,84.0,1100.0,-270.7900000000001
2016,OUÈSSE,398.71,1,511.87,0,133.04,39,1022.82,6.2,22.5,1.25,1043.62,32.6,23.1,17.5,84.0,1100.0,-56.38000000000011
2017,OUÈSSE,563.91,2,440.42,1,94.65,34,2182.31,6.2,22.5,1.25,1098.98,32.6,23.1,17.5,84.0,1100.0,-1.0199999999999818
2018,OUÈSSE,380.62,1,702.43,2,171.8,20,1381.84,6.2,22.5,1.25,1254.85,32.6,23.1,17.5,84.0,1100.0,154.8499999999999
2019,OUÈSSE,470.99,2,519.03,1,328.73,9,1297.69,6.2,22.5,1.25,1318.75,32.6,23.1,17.5,84.0,1100.0,218.75
2020,OUÈSSE,486.68,1,349.24,4,323.58,36,1078.1,6.2,22.5,1.25,1159.5,32.6,23.1,17.5,84.0,1100.0,59.5
2010,SAVALOU,349.51,2,579.4,1,210.64,20,883.33,6.2,22.5,1.25,1139.55,32.5,23.0,17.5,84.0,1100.0,39.54999999999996
2011,SAVALOU,372.83,1,515.11,0,178.84,37,690.86,6.2,22.5,1.25,1066.78,32.5,23.0,17.5,84.0,1100.0,-33.22000000000003
2012,SAVALOU,414.45,1,378.65,2,181.43,19,821.93,6.2,22.5,1.25,974.53,32.5,23.0,17.5,84.0,1100.0,-125.47000000000004
2013,SAVALOU,293.78,7,294.09,6,163.56,20,903.19,6.2,22.5,1.25,751.4299999999998,32.5,23.0,17.5,84.0,1100.0,-348.57000000000016
2014,SAVALOU,303.07,3,545.67,1,171.78,25,974.31,6.2,22.5,1.25,1020.52,32.5,23.0,17.5,84.0,1100.0,-79.48000000000002
2015,SAVALOU,281.39,2,406.62,1,143.41,29,782.3,6.2,22.5,1.25,831.42,32.5,23.0,17.5,84.0,1100.0,-268.58000000000004
2016,SAVALOU,437.75,1,503.65,0,119.97,39,890.28,6.2,22.5,1.25,1061.37,32.5,23.0,17.5,84.0,1100.0,-38.63000000000011
2017,SAVALOU,606.74,3,392.38,1,103.69,33,953.69,6.2,22.5,1.25,1102.81,32.5,23.0,17.5,84.0,1100.0,2.809999999999945
2018,SAVALOU,384.02,2,660.64,2,173.92,20,1029.29,6.2,22.5,1.25,1218.58,32.5,23.0,17.5,84.0,1100.0,118.57999999999991
2019,SAVALOU,503.08,5,534.08,1,331.45,16,1279.04,6.2,22.5,1.25,1368.61,32.5,23.0,17.5,84.0,1100.0,268.6100000000001
2020,SAVALOU,480.54,1,306.36,8,346.31,36,989.54,6.2,22.5,1.25,1133.21,32.5,23.0,17.5,84.0,1100.0,33.21000000000004
2010,SAVÈ,375.9,2,638.85,1,247.97,18,500.0,6.2,22.5,1.25,1262.72,32.7,23.200000000000003,17.5,84.0,1100.0,162.72000000000003
2011,SAVÈ,386.17,1,526.3,1,204.22,13,1009.27,6.2,22.5,1.25,1116.69,32.7,23.200000000000003,17.5,84.0,1100.0,16.690000000000055
2012,SAVÈ,408.75,1,453.81,2,239.28,5,803.64,6.2,22.5,1.25,1101.84,32.7,23.200000000000003,17.5,84.0,1100.0,1.839999999999918
2013,SAVÈ,319.75,3,281.74,6,173.89,15,1050.4,6.2,22.5,1.25,775.38,32.7,23.200000000000003,17.5,84.0,1100.0,-324.62
2014,SAVÈ,314.32,3,552.4,1,227.21,13,738.39,6.2,22.5,1.25,1093.93,32.7,23.200000000000003,17.5,84.0,1100.0,-6.069999999999936
2015,SAVÈ,288.45,2,399.3,1,171.4,29,589.63,6.2,22.5,1.25,859.15,32.7,23.200000000000003,17.5,84.0,1100.0,-240.85
2016,SAVÈ,402.78,1,537.53,0,163.08,39,929.72,6.2,22.5,1.25,1103.39,32.7,23.200000000000003,17.5,84.0,1100.0,3.3899999999998727
2017,SAVÈ,603.35,2,419.54,1,118.46,20,976.99,6.2,22.5,1.25,1141.35,32.7,23.200000000000003,17.5,84.0,1100.0,41.350000000000136
2018,SAVÈ,372.03,1,799.44,2,223.61,12,1263.27,6.2,22.5,1.25,1395.08,32.7,23.200000000000003,17.5,84.0,1100.0,295.0799999999999
2019,SAVÈ,506.82,2,644.62,1,407.0,9,1319.07,6.2,22.5,1.25,1558.44,32.7,23.200000000000003,17.5,84.0,1100.0,458.44000000000005
2020,SAVÈ,525.43,1,384.13,7,346.45,18,893.66,6.2,22.5,1.25,1256.01,32.7,23.200000000000003,17.5,84.0,1100.0,156.01
2010,LOKOSSA,316.08,14,353.88,5,289.51,9,1035.844705882353,6.2,22.5,1.25,959.47,31.4,21.9,17.5,84.0,1100.0,-140.52999999999997
2011,LOKOSSA,387.47,3,206.8,6,259.89,15,862.1147727272728,6.2,22.5,1.25,854.16,31.4,21.9,17.5,84.0,1100.0,-245.84000000000003
2012,LOKOSSA,336.51,5,193.66,7,215.66,5,390.07,6.2,22.5,1.25,745.8299999999999,31.4,21.9,17.5,84.0,1100.0,-354.1700000000001
2013,LOKOSSA,192.36,6,133.65,10,141.62,15,831.05,6.2,22.5,1.25,467.63,31.4,21.9,17.5,84.0,1100.0,-632.37
2014,LOKOSSA,225.46,10,331.37,5,152.87,19,978.33,6.2,22.5,1.25,709.7,31.4,21.9,17.5,84.0,1100.0,-390.3
2015,LOKOSSA,208.61,5,125.54,9,150.05,16,836.1,6.2,22.5,1.25,484.2000000000001,31.4,21.9,17.5,84.0,1100.0,-615.8
2016,LOKOSSA,227.72,4,239.33,4,151.64,9,815.16,6.2,22.5,1.25,618.69,31.4,21.9,17.5,84.0,1100.0,-481.31
2017,LOKOSSA,352.0,5,205.68,5,105.02,8,864.78,6.2,22.5,1.25,662.7,31.4,21.9,17.5,84.0,1100.0,-437.3
2018,LOKOSSA,266.82,3,294.69,7,185.45,8,1653.93,6.2,22.5,1.25,746.96,31.4,21.9,17.5,84.0,1100.0,-353.04
2019,LOKOSSA,349.18,5,274.69,5,307.97,9,497.37,6.2,22.5,1.25,931.84,31.4,21.9,17.5,84.0,1100.0,-168.15999999999997
2020,LOKOSSA,461.77,6,188.84,13,168.24,6,1232.48,6.2,22.5,1.25,818.85,31.4,21.9,17.5,84.0,1100.0,-281.15
2010,APLAHOUÉ,335.25,3,418.67,4,253.96,9,736.43,6.2,22.5,1.25,1007.88,31.5,22.0,17.5,84.0,1100.0,-92.11999999999988
2011,APLAHOUÉ,394.91,3,298.42,1,226.32,15,565.66,6.2,22.5,1.25,919.65,31.5,22.0,17.5,84.0,1100.0,-180.3499999999999
2012,APLAHOUÉ,342.93,1,249.59,5,200.89,6,590.87,6.2,22.5,1.25,793.41,31.5,22.0,17.5,84.0,1100.0,-306.59000000000003
2013,APLAHOUÉ,212.25,4,191.13,7,157.61,15,746.39,6.2,22.5,1.25,560.99,31.5,22.0,17.5,84.0,1100.0,-539.01
2014,APLAHOUÉ,241.4,10,430.31,5,159.13,19,379.34,6.2,22.5,1.25,830.84,31.5,22.0,17.5,84.0,1100.0,-269.16
2015,APLAHOUÉ,211.28,3,179.32,4,135.27,20,568.36,6.2,22.5,1.25,525.87,31.5,22.0,17.5,84.0,1100.0,-574.13
2016,APLAHOUÉ,278.73,1,287.99,1,131.98,17,600.56,6.2,22.5,1.25,698.7,31.5,22.0,17.5,84.0,1100.0,-401.3
2017,APLAHOUÉ,411.7,3,266.82,2,91.14,10,707.89,6.2,22.5,1.25,769.66,31.5,22.0,17.5,84.0,1100.0,-330.34000000000003
2018,APLAHOUÉ,307.11,2,373.21,4,166.96,15,585.3,6.2,22.5,1.25,847.28,31.5,22.0,17.5,84.0,1100.0,-252.72000000000003
2019,APLAHOUÉ,371.16,5,378.32,4,328.25,9,777.61,6.2,22.5,1.25,1077.73,31.5,22.0,17.5,84.0,1100.0,-22.269999999999985
2020,APLAHOUÉ,426.65,2,235.86,13,183.04,14,728.82,6.2,22.5,1.25,845.55,31.5,22.0,17.5,84.0,1100.0,-254.45000000000005
2010,DJAKOTOMEY,335.25,3,418.67,4,253.96,9,675.84,6.2,22.5,1.25,1007.88,31.3,21.8,17.5,84.0,1100.0,-92.11999999999988
2011,DJAKOTOMEY,394.91,3,298.42,1,226.32,15,641.08,6.2,22.5,1.25,919.65,31.3,21.8,17.5,84.0,1100.0,-180.3499999999999
2012,DJAKOTOMEY,342.93,1,249.59,5,200.89,6,507.29,6.2,22.5,1.25,793.41,31.3,21.8,17.5,84.0,1100.0,-306.59000000000003
2013,DJAKOTOMEY,212.25,4,191.13,7,157.61,15,368.29,6.2,22.5,1.25,560.99,31.3,21.8,17.5,84.0,1100.0,-539.01
2014,DJAKOTOMEY,241.4,10,430.31,5,159.13,19,459.96,6.2,22.5,1.25,830.84,31.3,21.8,17.5,84.0,1100.0,-269.16
2015,DJAKOTOMEY,211.28,3,179.32,4,135.27,20,331.9,6.2,22.5,1.25,525.87,31.3,21.8,17.5,84.0,1100.0,-574.13
2016,DJAKOTOMEY,278.73,1,287.99,1,131.98,17,556.71,6.2,22.5,1.25,698.7,31.3,21.8,17.5,84.0,1100.0,-401.3
2017,DJAKOTOMEY,411.7,3,266.82,2,91.14,10,636.64,6.2,22.5,1.25,769.66,31.3,21.8,17.5,84.0,1100.0,-330.34000000000003
2018,DJAKOTOMEY,307.11,2,373.21,4,166.96,15,760.99,6.2,22.5,1.25,847.28,31.3,21.8,17.5,84.0,1100.0,-252.72000000000003
2019,DJAKOTOMEY,371.16,5,378.32,4,328.25,9,611.88,6.2,22.5,1.25,1077.73,31.3,21.8,17.5,84.0,1100.0,-22.269999999999985
2020,DJAKOTOMEY,426.65,2,235.86,13,183.04,14,881.99,6.2,22.5,1.25,845.55,31.3,21.8,17.5,84.0,1100.0,-254.45000000000005
2010,DOGBO,335.25,3,418.67,4,253.96,9,1035.844705882353,6.2,22.5,1.25,1007.88,31.4,21.9,17.5,84.0,1100.0,-92.11999999999988
2011,DOGBO,394.91,3,298.42,1,226.32,15,603.37,6.2,22.5,1.25,919.65,31.4,21.9,17.5,84.0,1100.0,-180.3499999999999
2012,DOGBO,342.93,1,249.59,5,200.89,6,502.08,6.2,22.5,1.25,793.41,31.4,21.9,17.5,84.0,1100.0,-306.59000000000003
2013,DOGBO,212.25,4,191.13,7,157.61,15,439.09,6.2,22.5,1.25,560.99,31.4,21.9,17.5,84.0,1100.0,-539.01
2014,DOGBO,241.4,10,430.31,5,159.13,19,744.77,6.2,22.5,1.25,830.84,31.4,21.9,17.5,84.0,1100.0,-269.16
2015,DOGBO,211.28,3,179.32,4,135.27,20,504.14,6.2,22.5,1.25,525.87,31.4,21.9,17.5,84.0,1100.0,-574.13
2016,DOGBO,278.73,1,287.99,1,131.98,17,740.16,6.2,22.5,1.25,698.7,31.4,21.9,17.5,84.0,1100.0,-401.3
2017,DOGBO,411.7,3,266.82,2,91.14,10,667.36,6.2,22.5,1.25,769.66,31.4,21.9,17.5,84.0,1100.0,-330.34000000000003
2018,DOGBO,307.11,2,373.21,4,166.96,15,1053.67,6.2,22.5,1.25,847.28,31.4,21.9,17.5,84.0,1100.0,-252.72000000000003
2019,DOGBO,371.16,5,378.32,4,328.25,9,734.32,6.2,22.5,1.25,1077.73,31.4,21.9,17.5,84.0,1100.0,-22.269999999999985
2020,DOGBO,426.65,2,235.86,13,183.04,14,1064.87,6.2,22.5,1.25,845.55,31.4,21.9,17.5,84.0,1100.0,-254.45000000000005
2010,KLOUÉKANMÈ,335.25,3,418.67,4,253.96,9,1035.844705882353,6.2,22.5,1.25,1007.88,31.5,22.0,17.5,84.0,1100.0,-92.11999999999988
2011,KLOUÉKANMÈ,394.91,3,298.42,1,226.32,15,862.1147727272728,6.2,22.5,1.25,919.65,31.5,22.0,17.5,84.0,1100.0,-180.3499999999999
2012,KLOUÉKANMÈ,342.93,1,249.59,5,200.89,6,605.19,6.2,22.5,1.25,793.41,31.5,22.0,17.5,84.0,1100.0,-306.59000000000003
2013,KLOUÉKANMÈ,212.25,4,191.13,7,157.61,15,579.96,6.2,22.5,1.25,560.99,31.5,22.0,17.5,84.0,1100.0,-539.01
2014,KLOUÉKANMÈ,241.4,10,430.31,5,159.13,19,476.7,6.2,22.5,1.25,830.84,31.5,22.0,17.5,84.0,1100.0,-269.16
2015,KLOUÉKANMÈ,211.28,3,179.32,4,135.27,20,481.14,6.2,22.5,1.25,525.87,31.5,22.0,17.5,84.0,1100.0,-574.13
2016,KLOUÉKANMÈ,278.73,1,287.99,1,131.98,17,693.72,6.2,22.5,1.25,698.7,31.5,22.0,17.5,84.0,1100.0,-401.3
2017,KLOUÉKANMÈ,411.7,3,266.82,2,91.14,10,924.45,6.2,22.5,1.25,769.66,31.5,22.0,17.5,84.0,1100.0,-330.34000000000003
2018,KLOUÉKANMÈ,307.11,2,373.21,4,166.96,15,966.32,6.2,22.5,1.25,847.28,31.5,22.0,17.5,84.0,1100.0,-252.72000000000003
2019,KLOUÉKANMÈ,371.16,5,378.32,4,328.25,9,1043.91,6.2,22.5,1.25,1077.73,31.5,22.0,17.5,84.0,1100.0,-22.269999999999985
2020,KLOUÉKANMÈ,426.65,2,235.86,13,183.04,14,811.38,6.2,22.5,1.25,845.55,31.5,22.0,17.5,84.0,1100.0,-254.45000000000005
2010,LALO,335.25,3,418.67,4,253.96,9,1035.844705882353,6.2,22.5,1.25,1007.88,31.2,21.7,17.5,84.0,1100.0,-92.11999999999988
2011,LALO,394.91,3,298.42,1,226.32,15,862.1147727272728,6.2,22.5,1.25,919.65,31.2,21.7,17.5,84.0,1100.0,-180.3499999999999
2012,LALO,342.93,1,249.59,5,200.89,6,208.29,6.2,22.5,1.25,793.41,31.2,21.7,17.5,84.0,1100.0,-306.59000000000003
2013,LALO,212.25,4,191.13,7,157.61,15,349.08,6.2,22.5,1.25,560.99,31.2,21.7,17.5,84.0,1100.0,-539.01
2014,LALO,241.4,10,430.31,5,159.13,19,300.54,6.2,22.5,1.25,830.84,31.2,21.7,17.5,84.0,1100.0,-269.16
2015,LALO,211.28,3,179.32,4,135.27,20,0.0,6.2,22.5,1.25,525.87,31.2,21.7,17.5,84.0,1100.0,-574.13
2016,LALO,278.73,1,287.99,1,131.98,17,305.46,6.2,22.5,1.25,698.7,31.2,21.7,17.5,84.0,1100.0,-401.3
2017,LALO,411.7,3,266.82,2,91.14,10,364.78,6.2,22.5,1.25,769.66,31.2,21.7,17.5,84.0,1100.0,-330.34000000000003
2018,LALO,307.11,2,373.21,4,166.96,15,284.8,6.2,22.5,1.25,847.28,31.2,21.7,17.5,84.0,1100.0,-252.72000000000003
2019,LALO,371.16,5,378.32,4,328.25,9,983.767450980392,6.2,22.5,1.25,1077.73,31.2,21.7,17.5,84.0,1100.0,-22.269999999999985
2020,LALO,426.65,2,235.86,13,183.04,14,1039.174705882353,6.2,22.5,1.25,845.55,31.2,21.7,17.5,84.0,1100.0,-254.45000000000005
2010,TOVIKLIN,335.25,3,418.67,4,253.96,9,1035.844705882353,6.2,22.5,1.25,1007.88,31.3,21.8,17.5,84.0,1100.0,-92.11999999999988
2011,TOVIKLIN,394.91,3,298.42,1,226.32,15,862.1147727272728,6.2,22.5,1.25,919.65,31.3,21.8,17.5,84.0,1100.0,-180.3499999999999
2012,TOVIKLIN,342.93,1,249.59,5,200.89,6,409.0,6.2,22.5,1.25,793.41,31.3,21.8,17.5,84.0,1100.0,-306.59000000000003
2013,TOVIKLIN,212.25,4,191.13,7,157.61,15,540.02,6.2,22.5,1.25,560.99,31.3,21.8,17.5,84.0,1100.0,-539.01
2014,TOVIKLIN,241.4,10,430.31,5,159.13,19,287.72,6.2,22.5,1.25,830.84,31.3,21.8,17.5,84.0,1100.0,-269.16
2015,TOVIKLIN,211.28,3,179.32,4,135.27,20,662.62,6.2,22.5,1.25,525.87,31.3,21.8,17.5,84.0,1100.0,-574.13
2016,TOVIKLIN,278.73,1,287.99,1,131.98,17,448.22,6.2,22.5,1.25,698.7,31.3,21.8,17.5,84.0,1100.0,-401.3
2017,TOVIKLIN,411.7,3,266.82,2,91.14,10,670.96,6.2,22.5,1.25,769.66,31.3,21.8,17.5,84.0,1100.0,-330.34000000000003
2018,TOVIKLIN,307.11,2,373.21,4,166.96,15,661.35,6.2,22.5,1.25,847.28,31.3,21.8,17.5,84.0,1100.0,-252.72000000000003
2019,TOVIKLIN,371.16,5,378.32,4,328.25,9,837.75,6.2,22.5,1.25,1077.73,31.3,21.8,17.5,84.0,1100.0,-22.269999999999985
2020,TOVIKLIN,426.65,2,235.86,13,183.04,14,1182.34,6.2,22.5,1.25,845.55,31.3,21.8,17.5,84.0,1100.0,-254.45000000000005
2010,BONOU,404.21,2,601.58,3,295.84,5,1035.844705882353,6.2,22.5,1.25,1301.63,31.2,21.7,17.5,84.0,1100.0,201.62999999999988
2011,BONOU,419.93,3,343.73,2,284.11,5,862.1147727272728,6.2,22.5,1.25,1047.77,31.2,21.7,17.5,84.0,1100.0,-52.23000000000002
2012,BONOU,374.85,1,333.99,4,286.43,3,273.16,6.2,22.5,1.25,995.27,31.2,21.7,17.5,84.0,1100.0,-104.73000000000002
2013,BONOU,287.62,3,223.51,10,171.79,15,817.5934615384615,6.2,22.5,1.25,682.92,31.2,21.7,17.5,84.0,1100.0,-417.08
2014,BONOU,296.14,5,443.28,5,250.5,9,780.2524999999999,6.2,22.5,1.25,989.92,31.2,21.7,17.5,84.0,1100.0,-110.08000000000004
2015,BONOU,254.22,3,208.95,4,163.41,16,733.6867307692307,6.2,22.5,1.25,626.5799999999999,31.2,21.7,17.5,84.0,1100.0,-473.4200000000001
2016,BONOU,286.95,1,423.55,2,193.38,9,969.8215384615384,6.2,22.5,1.25,903.88,31.2,21.7,17.5,84.0,1100.0,-196.12
2017,BONOU,463.67,3,296.08,2,126.0,10,965.6996153846152,6.2,22.5,1.25,885.75,31.2,21.7,17.5,84.0,1100.0,-214.25
2018,BONOU,338.48,1,497.99,5,228.28,5,976.458846153846,6.2,22.5,1.25,1064.75,31.2,21.7,17.5,84.0,1100.0,-35.25
2019,BONOU,424.48,4,450.43,3,459.97,5,983.767450980392,6.2,22.5,1.25,1334.88,31.2,21.7,17.5,84.0,1100.0,234.8800000000001
2020,BONOU,507.43,2,370.77,12,211.57,10,1039.174705882353,6.2,22.5,1.25,1089.77,31.2,21.7,17.5,84.0,1100.0,-10.230000000000018
2010,ADJA-OUÈRÈ,404.21,2,601.58,3,295.84,5,1035.844705882353,6.2,22.5,1.25,1301.63,31.1,21.6,17.5,84.0,1100.0,201.62999999999988
2011,ADJA-OUÈRÈ,419.93,3,343.73,2,284.11,5,862.1147727272728,6.2,22.5,1.25,1047.77,31.1,21.6,17.5,84.0,1100.0,-52.23000000000002
2012,ADJA-OUÈRÈ,374.85,1,333.99,4,286.43,3,739.54,6.2,22.5,1.25,995.27,31.1,21.6,17.5,84.0,1100.0,-104.73000000000002
2013,ADJA-OUÈRÈ,287.62,3,223.51,10,171.79,15,898.29,6.2,22.5,1.25,682.92,31.1,21.6,17.5,84.0,1100.0,-417.08
2014,ADJA-OUÈRÈ,296.14,5,443.28,5,250.5,9,1095.8,6.2,22.5,1.25,989.92,31.1,21.6,17.5,84.0,1100.0,-110.08000000000004
2015,ADJA-OUÈRÈ,254.22,3,208.95,4,163.41,16,1106.19,6.2,22.5,1.25,626.5799999999999,31.1,21.6,17.5,84.0,1100.0,-473.4200000000001
2016,ADJA-OUÈRÈ,286.95,1,423.55,2,193.38,9,1309.6,6.2,22.5,1.25,903.88,31.1,21.6,17.5,84.0,1100.0,-196.12
2017,ADJA-OUÈRÈ,463.67,3,296.08,2,126.0,10,672.43,6.2,22.5,1.25,885.75,31.1,21.6,17.5,84.0,1100.0,-214.25
2018,ADJA-OUÈRÈ,338.48,1,497.99,5,228.28,5,1236.85,6.2,22.5,1.25,1064.75,31.1,21.6,17.5,84.0,1100.0,-35.25
2019,ADJA-OUÈRÈ,424.48,4,450.43,3,459.97,5,1005.16,6.2,22.5,1.25,1334.88,31.1,21.6,17.5,84.0,1100.0,234.8800000000001
2020,ADJA-OUÈRÈ,507.43,2,370.77,12,211.57,10,863.19,6.2,22.5,1.25,1089.77,31.1,21.6,17.5,84.0,1100.0,-10.230000000000018
2010,KÉTOU,406.14,2,643.58,2,273.85,9,1035.844705882353,6.2,22.5,1.25,1323.5700000000002,31.8,22.3,17.5,84.0,1100.0,223.57000000000016
2011,KÉTOU,411.25,1,454.99,2,246.47,5,862.1147727272728,6.2,22.5,1.25,1112.71,31.8,22.3,17.5,84.0,1100.0,12.710000000000036
2012,KÉTOU,389.33,1,394.98,2,269.69,3,772.18,6.2,22.5,1.25,1054.0,31.8,22.3,17.5,84.0,1100.0,-46.0
2013,KÉTOU,313.36,3,262.84,6,181.7,15,665.35,6.2,22.5,1.25,757.9000000000001,31.8,22.3,17.5,84.0,1100.0,-342.0999999999999
2014,KÉTOU,317.54,5,512.32,3,246.29,9,655.89,6.2,22.5,1.25,1076.15,31.8,22.3,17.5,84.0,1100.0,-23.84999999999991
2015,KÉTOU,280.11,2,303.29,1,166.35,20,1119.17,6.2,22.5,1.25,749.7500000000001,31.8,22.3,17.5,84.0,1100.0,-350.2499999999999
2016,KÉTOU,350.24,1,497.99,0,178.14,19,965.84,6.2,22.5,1.25,1026.37,31.8,22.3,17.5,84.0,1100.0,-73.63000000000011
2017,KÉTOU,542.16,3,367.01,2,123.37,10,816.76,6.2,22.5,1.25,1032.54,31.8,22.3,17.5,84.0,1100.0,-67.46000000000004
2018,KÉTOU,360.68,1,693.93,3,235.78,10,1048.79,6.2,22.5,1.25,1290.39,31.8,22.3,17.5,84.0,1100.0,190.38999999999987
2019,KÉTOU,469.43,2,607.95,2,460.2,9,1070.79,6.2,22.5,1.25,1537.5800000000002,31.8,22.3,17.5,84.0,1100.0,437.58000000000015
2020,KÉTOU,512.38,1,408.83,12,289.35,15,430.61,6.2,22.5,1.25,1210.56,31.8,22.3,17.5,84.0,1100.0,110.55999999999996
2010,POBÉ,404.21,2,601.58,3,295.84,5,1035.844705882353,6.2,22.5,1.25,1301.63,31.0,21.5,17.5,84.0,1100.0,201.62999999999988
2011,POBÉ,419.93,3,343.73,2,284.11,5,862.1147727272728,6.2,22.5,1.25,1047.77,31.0,21.5,17.5,84.0,1100.0,-52.23000000000002
2012,POBÉ,374.85,1,333.99,4,286.43,3,673.34,6.2,22.5,1.25,995.27,31.0,21.5,17.5,84.0,1100.0,-104.73000000000002
2013,POBÉ,287.62,3,223.51,10,171.79,15,453.45,6.2,22.5,1.25,682.92,31.0,21.5,17.5,84.0,1100.0,-417.08
2014,POBÉ,296.14,5,443.28,5,250.5,9,714.32,6.2,22.5,1.25,989.92,31.0,21.5,17.5,84.0,1100.0,-110.08000000000004
2015,POBÉ,254.22,3,208.95,4,163.41,16,1420.13,6.2,22.5,1.25,626.5799999999999,31.0,21.5,17.5,84.0,1100.0,-473.4200000000001
2016,POBÉ,286.95,1,423.55,2,193.38,9,922.03,6.2,22.5,1.25,903.88,31.0,21.5,17.5,84.0,1100.0,-196.12
2017,POBÉ,463.67,3,296.08,2,126.0,10,560.13,6.2,22.5,1.25,885.75,31.0,21.5,17.5,84.0,1100.0,-214.25
2018,POBÉ,338.48,1,497.99,5,228.28,5,808.4,6.2,22.5,1.25,1064.75,31.0,21.5,17.5,84.0,1100.0,-35.25
2019,POBÉ,424.48,4,450.43,3,459.97,5,893.27,6.2,22.5,1.25,1334.88,31.0,21.5,17.5,84.0,1100.0,234.8800000000001
2020,POBÉ,507.43,2,370.77,12,211.57,10,474.43,6.2,22.5,1.25,1089.77,31.0,21.5,17.5,84.0,1100.0,-10.230000000000018
